username,label_flickr,label_twitter,label_youtube,exists_wikipedia,exists_flickr,exists_twitter,exists_youtube,identity_match_flickr,identity_match_twitter,identity_match_youtube,as_of_MMDDYY
karelj,,,TN,TRUE,,TRUE,FALSE,,,,110112
karenjc,,,TN,TRUE,,,FALSE,,,,110112
karmaloop,FP,,,TRUE,TRUE,,,FALSE,,,110112
kasper2006,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
katharineamy,,TN,,TRUE,,FALSE,TRUE,,,,110112
kauffner,,,,TRUE,,,TRUE,,,,110112
kavebear,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
kaygtr,,,TN,TRUE,,,FALSE,,,,110112
kconwiki,,,,FALSE,,FALSE,FALSE,,,,110112
kdammers,TN,,,TRUE,FALSE,TRUE,,,,,110112
kdesk,,,,FALSE,,,FALSE,,,,110112
ke4roh,,TP,,TRUE,,TRUE,,,TRUE,,110112
keahapana,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
keilana,TN,,,TRUE,FALSE,,TRUE,,,,120112
keithonearth,,,,TRUE,,,TRUE,,,,110112
keizers,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,120112
kelapstick,,,,TRUE,TRUE,,,,,,120112
kelvinc,,,,TRUE,,,TRUE,,,,110112
kenbailey,,,,FALSE,,,FALSE,,,,110112
kennvido,,TN,,TRUE,,FALSE,TRUE,,,,110112
kentronhayastan,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
keresaspa,TN,FP,TN,TRUE,FALSE,TRUE,FALSE,,FALSE,,110112
kermanshahi,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
ketiltrout,,TN,,TRUE,,FALSE,TRUE,,,,110112
kevlar67,,,,TRUE,,,TRUE,,,,110112
kevmin,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
kgrad,,,TN,TRUE,,TRUE,FALSE,,,,110112
khajidha,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
khanassassin,,TN,,TRUE,,FALSE,TRUE,,,,120112
khazar2,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
kheider,,,TN,TRUE,,,FALSE,,,,110112
kiefer.wolfowitz,,,,FALSE,,FALSE,FALSE,,,,110112
killerchihuahua,,,,FALSE,,,TRUE,,,,110112
kilopi,,TN,,TRUE,,FALSE,TRUE,,,,120112
king-aleksandar,,,,FALSE,,,FALSE,,,,110112
kingjeff,,,TN,TRUE,TRUE,,FALSE,,,,110112
kingmorpheus,,,,FALSE,,,FALSE,,,,120112
kingqueenprince,,,,FALSE,FALSE,,FALSE,,,,110112
kinu,FP,,,TRUE,TRUE,,,FALSE,,,120112
kirill95,,,,FALSE,,FALSE,FALSE,,,,110112
kirrages,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
kirsdarke01,,,TN,TRUE,,,FALSE,,,,110112
kiwipat,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
klbog1987,,,,TRUE,,,TRUE,,,,110112
klobis,,,,TRUE,,,TRUE,,,,110112
klubjeje,,,,TRUE,,,TRUE,,,,110112
koavf,TP,TN,,TRUE,TRUE,FALSE,TRUE,TRUE,,,110112
koshvorlon,,,,FALSE,,FALSE,TRUE,,,,110112
kotra,,,TN,TRUE,,,FALSE,,,,120112
koumz,,FP,TN,TRUE,,TRUE,FALSE,,FALSE,,120112
kozuch,,TP,,TRUE,,TRUE,,,TRUE,,120112
krishnachandranvn,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
krm500,,,,TRUE,,,TRUE,,,,110112
krystaleen,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
kto288,,,,FALSE,,FALSE,TRUE,,,,110112
ktr101,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
kudzuvine,,,,FALSE,,FALSE,FALSE,,,,110112
kumioko,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
kuyabribri,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
kwamikagami,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
kww,TN,,,TRUE,FALSE,,TRUE,,,,120112
kzirkel,,TP,,TRUE,,TRUE,,,TRUE,,110112
l.willms,,,,FALSE,,FALSE,,,,,110112
l1975p,,,,TRUE,,,TRUE,,,,110112
laaabaseball,,TP,,TRUE,,TRUE,,,TRUE,,120112
lambtron,,,,TRUE,,,TRUE,,,,110112
lappon,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
lardobalsamico,,,,FALSE,,,FALSE,,,,110112
laurahale,,,,FALSE,,FALSE,TRUE,,,,120112
lbr123,,TN,,TRUE,,FALSE,TRUE,,,,110112
leadsongdog,,,,FALSE,,,FALSE,,,,110112
ledrush,,,,FALSE,,,FALSE,,,,110112
leech44,TN,,,TRUE,FALSE,,TRUE,,,,110112
legitimus,,,,TRUE,,TRUE,,,,,110112
leningradartist,,TP,,TRUE,,TRUE,,,TRUE,,110112
lenticel,,,TN,TRUE,,,FALSE,,,,110112
lentower,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
leonmcnichol,,,,FALSE,FALSE,,,,,,120112
letterofmarque,,,TN,TRUE,,,FALSE,,,,110112
lgf1992uk,,,,FALSE,FALSE,,,,,,120112
liamnolan24,,,,FALSE,,,FALSE,,,,110112
libstar,,,,FALSE,,,TRUE,,,,110112
lightningman,,,,FALSE,,,FALSE,,,,110112
likethewind,,,,FALSE,,,FALSE,,,,110112
limulus,,,,TRUE,,TRUE,,,,,110112
lindert,,,TN,TRUE,,,FALSE,,,,110112
linuxville,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,110112
lionhead99,,,,TRUE,,,TRUE,,,,110112
littlejerry,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
littlewink,,,,FALSE,,FALSE,TRUE,,,,110112
livingbot,,,,FALSE,,,FALSE,,,,110112
llamaal,,,,FALSE,,FALSE,FALSE,,,,110112
lltimes,,,,FALSE,,,FALSE,,,,110112
llywelynii,,,,FALSE,,,FALSE,,,,110112
llywrch,,TP,,TRUE,,TRUE,,,TRUE,,110112
lmmnhn,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
loadmaster,,,TN,TRUE,,,FALSE,,,,120112
loganthegeshrat,,,,FALSE,,,FALSE,,,,110112
lokiclock,,,,FALSE,FALSE,,,,,,120112
lomn,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
lonewolf1992,,,,FALSE,,,FALSE,,,,110112
look2see1,,,,FALSE,,,FALSE,,,,110112
lookingglass,,,,TRUE,,TRUE,,,,,110112
loopzilla,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,120112
louisalain,,,,FALSE,,,FALSE,,,,110112
lowselfestidle,,,,FALSE,,,FALSE,,,,110112
lp-mn,,,,FALSE,,,FALSE,,,,110112
lpgeffen,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,120112
lquilter,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
ltshears,,,,TRUE,TRUE,,,,,,110112
lugia2453,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,120112
lugnuts,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
luisnh1210,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
luk3,,,,TRUE,,,TRUE,,,,110112
lupo,,,TN,TRUE,,,FALSE,,,,110112
lzdimitar,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
m.mario,,,,FALSE,,FALSE,FALSE,,,,110112
m0rphzone,TN,,,TRUE,FALSE,,TRUE,,,,110112
m4,,,TN,TRUE,,,FALSE,,,,110112
maarten1963,,,TN,TRUE,,,FALSE,,,,120112
mabeenot,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
mabelina,,,TN,TRUE,,TRUE,FALSE,,,,110112
macedonianboy,,,,FALSE,,,FALSE,,,,110112
mackensen,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
madalibi,,,TN,TRUE,,,FALSE,,,,110112
madgeographer,,,,FALSE,,FALSE,,,,,110112
madguy7023,,,,FALSE,,FALSE,TRUE,,,,110112
madman,TN,TN,,TRUE,FALSE,FALSE,,,,,120112
madmanbot,,,,FALSE,FALSE,,FALSE,,,,110112
madvillain2010,,TN,,TRUE,,FALSE,TRUE,,,,120112
magiciandude,,,,TRUE,,,TRUE,,,,110112
magicpiano,,,TN,TRUE,,TRUE,FALSE,,,,110112
maher27777,,,TN,TRUE,,,FALSE,,,,110112
mahmudmasri,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
mai-sachme,,,,FALSE,,,FALSE,,,,110112
maias,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,120112
maile66,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
maineiac4434,,,,FALSE,,,FALSE,,,,110112
makecat,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
maky,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
mandarax,,,TN,TRUE,TRUE,,FALSE,,,,120112
mandsford,,TN,,TRUE,,FALSE,TRUE,,,,110112
mar4d,,TN,,TRUE,,FALSE,TRUE,,,,110112
marcus334,TP,,,TRUE,,TRUE,,,TRUE,,120112
marcusbritish,,,,FALSE,,FALSE,TRUE,,,,110112
mareklug,,,,TRUE,,,TRUE,,,,110112
marhawkman,,,,TRUE,TRUE,,,,,,110112
mark,,,,TRUE,TRUE,,,,,,110112
markan80,,,TN,TRUE,,,FALSE,,,,110112
marketdiamond,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
markmysoe,,,,FALSE,,,FALSE,,,,110112
markreidyhp,,TP,,TRUE,,TRUE,,,TRUE,,110112
marnetted,,,,FALSE,,FALSE,TRUE,,,,110112
marshallbagramyan,,,,FALSE,,,FALSE,,,,120112
martarius,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
martey,,,TN,TRUE,,,FALSE,,,,110112
martincollin,,,,FALSE,,FALSE,,,,,110112
martinezmd,,,,FALSE,,,FALSE,,,,110112
martingugino,,,,FALSE,,FALSE,,,,,110112
martinpoulter,,,,FALSE,,TRUE,,,FALSE,,110112
martinvl,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
masashiinoue,,,,FALSE,,,FALSE,,,,110112
masem,,TN,,TRUE,,FALSE,TRUE,,,,120112
mastermind5991,,,TP,TRUE,,,TRUE,,,TRUE,120112
matej1234,,TN,,TRUE,,FALSE,TRUE,,,,110112
materialscientist,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
mathbot,,,TN,TRUE,,TRUE,FALSE,,,,110112
mathewtownsend,,,,FALSE,,FALSE,FALSE,,,,110112
mathsci,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
mattximus,,,TN,TRUE,,,FALSE,,,,110112
mattythewhite,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
mauls,,TN,,TRUE,,FALSE,TRUE,,,,110112
mavericstud9,,,TN,TRUE,,,FALSE,,,,110112
maxofthedead,,,,FALSE,,,FALSE,,,,110112
maxpayne888,,,,FALSE,,,FALSE,,,,110112
maxsem,,,,FALSE,,,FALSE,,,,110112
maxveers,,,,FALSE,,,TRUE,,,,110112
maxxx-309,,,,FALSE,,,FALSE,,,,110112
mayall,,TP,,TRUE,,TRUE,,,TRUE,,110112
mbahgondrong,,,,FALSE,,FALSE,,,,,110112
mbeychok,,FP,,TRUE,,TRUE,,,FALSE,,110112
mbisanz,TN,,,TRUE,FALSE,,TRUE,,,,110112
mbush84,,,,FALSE,,FALSE,,,,,110112
mc10,,,,FALSE,,,TRUE,,,,110112
mc32,,,,FALSE,,FALSE,,,,,110112
mcdoobau93,,,,FALSE,FALSE,,FALSE,,,,120112
mcgeddon,,,,FALSE,,FALSE,FALSE,,,,110112
mcphail,,,,FALSE,,FALSE,FALSE,,,,110112
mdriver1981,,,,TRUE,,,TRUE,,,,110112
mdsanker,,,,FALSE,FALSE,,TRUE,,,,110112
medeis,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,120112
mediocrevisitor,,,,FALSE,,FALSE,,,,,110112
meegsc,,,,FALSE,,TRUE,,,FALSE,,110112
megahl90,,,,FALSE,,,FALSE,,,,110112
meiguoren,,,,TRUE,TRUE,,,,,,110112
melanien,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
melbournestar,,,,FALSE,FALSE,FALSE,,,,,110112
melburnian,TP,,,TRUE,TRUE,,,TRUE,,,110112
melodia,,,TN,TRUE,,TRUE,FALSE,,,,110112
menkinalrire,,,,FALSE,FALSE,,,,,,110112
mentoz86,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
meow,,,,TRUE,,TRUE,,,,,110112
mephistophelian,,,,TRUE,TRUE,,TRUE,,,,120112
mercurywoodrose,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
merlinme,,,,TRUE,,TRUE,,,,,110112
meters,,,TN,TRUE,,,FALSE,,,,110112
metroplayer,,,,FALSE,FALSE,,,,,,120112
metropolitan90,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
metsfreak2121,,,,TRUE,,,TRUE,,,,110112
mezigue,,TN,,TRUE,,FALSE,TRUE,,,,110112
michaelmas1957,TN,TN,,TRUE,FALSE,FALSE,,,,,120112
michaelqschmidt,,,,FALSE,,FALSE,FALSE,,,,110112
michaelwuzthere,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
michaelzeng7,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
michitaro,,TP,,TRUE,,TRUE,,,TRUE,,110112
midnightdreary,,,,TRUE,,,TRUE,,,,110112
miguelg,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
mikeymouse10,,,,FALSE,,FALSE,FALSE,,,,110112
mikheil,,,TN,TRUE,,TRUE,FALSE,,,,120112
milborneone,,,,FALSE,,FALSE,TRUE,,,,110112
mileydavida,,,,FALSE,,,FALSE,,,,110112
millahnna,,TN,,TRUE,,FALSE,TRUE,,,,110112
miller17cu94,,TP,,TRUE,,TRUE,,,TRUE,,110112
milowent,,,,TRUE,,TRUE,TRUE,,,,110112
miniapolis,,TN,,TRUE,,FALSE,TRUE,,,,110112
minorhistorian,,,TN,TRUE,,,FALSE,,,,120112
mir17,,,,FALSE,,,TRUE,,,,110112
mirkos18,,,,FALSE,,,FALSE,,,,110112
mishae,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
misterbee1966,,,,FALSE,,FALSE,TRUE,,,,110112
mistico,,,,TRUE,,,TRUE,,,,110112
mistymorn,,,,FALSE,,FALSE,FALSE,,,,110112
mitchazenia,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
mjb,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
mjroots,,,,TRUE,,TRUE,TRUE,,,,110112
mky661,,,,FALSE,,,FALSE,,,,110112
mlpearc,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
mmekayhagan,,,,FALSE,,FALSE,,,,,110112
mo-al,,,,FALSE,,,FALSE,,,,110112
moabdave,,,,TRUE,,,TRUE,,,,110112
mongo,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
monkeejuice,,,,FALSE,,,FALSE,,,,110112
monni95,,TP,,TRUE,,TRUE,,,TRUE,,110112
monty845,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
moomoo88,,,TN,TRUE,,,FALSE,,,,120112
moondyne,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
moonraker,,TN,,TRUE,,FALSE,TRUE,,,,110112
moonriddengirl,,,TN,TRUE,,TRUE,FALSE,,,,120112
morenet,,,,FALSE,TRUE,,,FALSE,,,110112
morrisiv,,,,FALSE,FALSE,,FALSE,,,,110112
morwen,,,TN,TRUE,,TRUE,FALSE,,,,110112
moscowconnection,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
mpaa,,,TN,TRUE,,,FALSE,,,,110112
mpj-dk,,,,FALSE,,FALSE,FALSE,,,,110112
mps,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
mr.98,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
mr.choppers,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
mr.z-man,,,,FALSE,,,FALSE,,,,110112
mrblondnyc,,,TN,TRUE,,,FALSE,,,,120112
mrceleb2007,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
mrdhimas,,,,TRUE,,,TRUE,,,,110112
mrmoustache14,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
mrmoustachemm,,,,FALSE,,FALSE,,,,,110112
mrniceguy1113,,,,FALSE,,FALSE,,,,,110112
mrollie,,,,FALSE,,,FALSE,,,,110112
mrpenguin20,,,,FALSE,,FALSE,FALSE,,,,110112
mrschimpf,TN,,TP,TRUE,FALSE,,TRUE,,,TRUE,110112
mrsteed,,,TN,TRUE,,,FALSE,,,,110112
msalmon,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
mschiffler,,TN,,TRUE,,FALSE,TRUE,,,,110112
msjapan,,,,FALSE,,FALSE,,,,,110112
msrasnw,,,,TRUE,,,TRUE,,,,110112
mtking,,,TN,TRUE,,,FALSE,,,,110112
mtlskyline,,,,FALSE,FALSE,,TRUE,,,,110112
mtminchi08,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
muboshgu,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
mudwater,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
murkee,,TP,,TRUE,,TRUE,,,TRUE,,110112
musdan77,TN,,,TRUE,FALSE,,TRUE,,,,120112
mutante96,,,,TRUE,,,TRUE,,,,110112
muzikjunky,,,,FALSE,,,FALSE,,,,110112
mwak,,,,FALSE,,FALSE,,,,,110112
my76strat,,,,FALSE,FALSE,,FALSE,,,,110112
myasuda,,,,TRUE,,,TRUE,,,,110112
myownworst,,,,TRUE,,TRUE,,,,,110112
mys77,,,,FALSE,,,FALSE,,,,110112
myxomatosis57,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
n419bh,,,,FALSE,,,FALSE,,,,110112
nabla,,TN,,TRUE,,FALSE,TRUE,,,,110112
nableezy,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
nameisron,,,,FALSE,,,FALSE,,,,110112
namiba,,,TN,TRUE,,,FALSE,,,,110112
naphit,,,,FALSE,,FALSE,,,,,110112
napoliroma,,,,FALSE,,FALSE,,,,,110112
naraht,,TN,,TRUE,,FALSE,TRUE,,,,110112
narutolovehinata5,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
nascar1996,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
natgertler,,,,FALSE,FALSE,,FALSE,,,,110112
nawlinwiki,,,,TRUE,,,TRUE,,,,110112
nbagigafreak,,,TN,TRUE,,,FALSE,,,,110112
nbauman,TN,,,TRUE,FALSE,,TRUE,,,,110112
nd4su,,,,FALSE,FALSE,FALSE,,,,,110112
nealefamily,,,,FALSE,,,TRUE,,,,110112
nearthezoo,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
necrat,TN,TP,TN,TRUE,FALSE,TRUE,FALSE,,TRUE,,110112
neelix,,,,TRUE,,TRUE,TRUE,,,,110112
nelliebly,,,,FALSE,,FALSE,,,,,110112
neobatfreak,,,,FALSE,,,FALSE,,,,110112
nerissa-marie,,,,FALSE,,,FALSE,,,,110112
nermalthebunny,,,,FALSE,,FALSE,,,,,110112
nhsavage,,,,FALSE,,FALSE,,,,,110112
nicat49,,TN,,TRUE,,FALSE,TRUE,,,,110112
nicholas0,,,,TRUE,,TRUE,,,,,110112
nicivampireheart,,,,FALSE,,FALSE,,,,,110112
nick-d,,,,FALSE,FALSE,,,,,,120112
nid.29,,,,FALSE,,FALSE,,,,,110112
niemti,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
nightfall87,,TN,,TRUE,,FALSE,TRUE,,,,110112
nihonjoe,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
nikevich,,TP,,TRUE,,TRUE,,,TRUE,,110112
ninjatazzydevil,,,,FALSE,FALSE,,,,,,120112
ninjinian,,,TN,TRUE,,,FALSE,,,,110112
nite-sirk,,,,FALSE,,FALSE,,,,,110112
niteshift36,,,,TRUE,,,TRUE,,,,110112
njzombie,,,,FALSE,,FALSE,,,,,110112
nk3play2,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
nlsanand,,,,TRUE,,,TRUE,,,,110112
noboyo,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
noha307,,TN,,TRUE,,FALSE,TRUE,,,,110112
nohomers48,TN,,,TRUE,FALSE,,TRUE,,,,110112
nomattertryagain,,,TP,TRUE,,,TRUE,,,TRUE,110112
nonenmac,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,120112
noonehasthisnameithink,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
noq,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
norden1990,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
nordhornerii,,,,FALSE,,,FALSE,,,,110112
north8000,,,TN,TRUE,,,FALSE,,,,110112
north911,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
northamerica1000,,TN,,TRUE,,FALSE,TRUE,,,,110112
northernthunder,,,,FALSE,,FALSE,,,,,110112
northnbound,,,,FALSE,,,FALSE,,,,110112
norwegianblue,,,,FALSE,,FALSE,FALSE,,,,110112
nouvelleauteur,,,,FALSE,,,FALSE,,,,110112
novangelis,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,120112
novaskola,,,,FALSE,,,TRUE,,,,110112
nthep,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
nukeofearl,,,,FALSE,,FALSE,,,,,110112
nullspace,,,,FALSE,,TRUE,,,FALSE,,110112
nurg,TN,,,TRUE,FALSE,,TRUE,,,,120112
nvvchar,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
o.koslowski,,,,FALSE,,,FALSE,,,,110112
obi-wankenobi-2005,,,,FALSE,,FALSE,,,,,110112
ocaasi,,,TN,TRUE,,,FALSE,,,,110112
ocalafla,,TN,,TRUE,,FALSE,TRUE,,,,110112
occamzrazor,,,,FALSE,,FALSE,,,,,110112
oceanh,,,,TRUE,,,TRUE,,,,110112
ocnative,,TP,,TRUE,,TRUE,,,TRUE,,120112
officegirl,,,,FALSE,,,FALSE,,,,110112
officer781,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
ohanaunited,,,,FALSE,FALSE,,FALSE,,,,110112
ohnoitsjamie,,,TN,TRUE,,,FALSE,,,,120112
oknazevad,,TN,,TRUE,,FALSE,TRUE,,,,110112
oktanyum,,,,TRUE,,,TRUE,,,,110112
olavn,,,,FALSE,,,FALSE,,,,110112
oldag07,,,TN,TRUE,,,FALSE,,,,110112
olybrius,,,,TRUE,,,TRUE,,,,110112
omnedon,,,TN,TRUE,,,FALSE,,,,110112
op47,,,TN,TRUE,,,FALSE,,,,120112
openfuture,,,,FALSE,,FALSE,,,,,110112
opus33,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
orangemike,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
orangesryellow,,,,FALSE,,,FALSE,,,,110112
orhanghazi,TN,,,TRUE,FALSE,,TRUE,,,,120112
ornil,,,,TRUE,,,TRUE,,,,110112
osama57,,,TN,TRUE,,,FALSE,,,,110112
oscarfercho,,,,FALSE,,,FALSE,,,,110112
osplace,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
ottawaac,,,,FALSE,,,TRUE,,,,110112
ouroboroscobra,,,,FALSE,FALSE,,,,,,120112
owenblacker,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,110112
ozodor,,,,FALSE,,,FALSE,,,,110112
p199,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
palecloudedwhite,,,,FALSE,,FALSE,,,,,110112
pamd,,TN,,TRUE,,FALSE,TRUE,,,,110112
parsecboy,,,TN,TRUE,,,FALSE,,,,120112
patchy1,,,TN,TRUE,,,FALSE,,,,110112
patgallacher,,,,FALSE,,FALSE,FALSE,,,,110112
patrick0moran,,,,FALSE,,FALSE,,,,,110112
paulinho28,,TN,,TRUE,,FALSE,TRUE,,,,110112
paulinsaudi,,,,FALSE,,,FALSE,,,,110112
pburka,TP,TP,TN,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,110112
pcock,,,,FALSE,,FALSE,,,,,110112
pdtantisocial,,,,FALSE,,FALSE,,,,,110112
pemilligan,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
penbat,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
percivl,,,,TRUE,,,TRUE,,,,110112
peregrine981,,,TN,TRUE,,,FALSE,,,,120112
petebutt,,TN,,TRUE,,FALSE,TRUE,,,,110112
peteforsyth,,,TP,TRUE,,,TRUE,,,TRUE,110112
peterl,,,,TRUE,,TRUE,,,,,110112
peterwd,,,,FALSE,,,FALSE,,,,110112
pfa,TN,FP,,TRUE,FALSE,TRUE,,,FALSE,,110112
pfhlai,,,,FALSE,,FALSE,,,,,110112
phauly,,TP,,TRUE,,TRUE,,,TRUE,,110112
phileasson,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
philosopher,,,,TRUE,,,TRUE,,,,110112
phlyaristis,,,TN,TRUE,,,FALSE,,,,110112
phnompencil,,,,FALSE,,,FALSE,,,,110112
phoenixblitzkrieg,,,,FALSE,,,FALSE,,,,110112
pigsonthewing,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
pimaster3,,,,FALSE,,FALSE,,,,,110112
pine,,,TN,TRUE,,,FALSE,,,,110112
pinethicket,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
pinkadelica,TN,,,TRUE,FALSE,,TRUE,,,,110112
piriczki,,TN,,TRUE,,FALSE,TRUE,,,,110112
pjotrmahh1,,,,FALSE,,FALSE,,,,,110112
pkt,,,,FALSE,,FALSE,FALSE,,,,110112
planetstar,,,TN,TRUE,,,FALSE,,,,110112
plantdrew,,,TN,TRUE,,,FALSE,,,,110112
plucas58,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
plugwash,,,TN,TRUE,,,FALSE,,,,110112
pm800,,,,FALSE,FALSE,FALSE,,,,,110112
pmepepnoute,,,TN,TRUE,,,FALSE,,,,110112
pmsyyz,,TP,TP,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,110112
poeticbent,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
pol098,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
poulsen,FP,,,TRUE,TRUE,,,FALSE,,,120112
pound4pound,,,,TRUE,,TRUE,,,,,120112
praveenzid,,TP,,TRUE,,TRUE,,,TRUE,,110112
prayerfortheworld,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
prehse,,,,FALSE,,,FALSE,,,,110112
presn,,,,FALSE,,,FALSE,,,,110112
princessofllyr,,,,FALSE,,,FALSE,,,,110112
prioryman,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
professorxy,,,,FALSE,,,FALSE,,,,110112
proscribe,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
psantora,,TP,,TRUE,,TRUE,,,TRUE,,110112
psychoinfiltrator,,,,FALSE,,,FALSE,,,,110112
psychonaut,,,,TRUE,,,TRUE,,,,110112
pumpkinsky,,,,FALSE,,TRUE,,,FALSE,,120112
purrum,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
quale,,,TN,TRUE,,,FALSE,,,,110112
quartierlatin1968,,,,FALSE,,,FALSE,,,,110112
quasyboy,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
quiddity,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
qwekiop147,,,,TRUE,TRUE,,TRUE,,,,110112
qwerty786,,,TN,TRUE,,,FALSE,,,,120112
r'n'b,,,,FALSE,,,FALSE,,,,110112
r-41,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
